title,total_price,price_per_sqm,district,area,layout,floor,year_built,decoration,orientation,has_elevator,subway_distance,rooms,halls,baths,current_floor,total_floors,floor_ratio,house_age,hospital_distance,school_distance,is_near_hospital,is_near_school,is_near_subway
房源444,340.2,19998.0,成华区,170.1,4室1厅1卫,17/9,1993.0,精装,西北,有,524,4.0,1.0,1.0,17.0,9.0,1.8888888888888888,31.0,2319,2882,False,False,True
房源445,96.9,14743.0,龙泉驿区,65.7,1室1厅1卫,3/11,2005.0,毛坯,东北,有,2276,1.0,1.0,1.0,3.0,11.0,0.2727272727272727,19.0,1217,725,True,True,False
房源446,209.6,15357.0,武侯区,136.5,4室1厅2卫,12/10,2005.0,简装,东北,无,671,4.0,1.0,2.0,12.0,10.0,1.2,19.0,3282,3765,False,False,True
房源447,250.3,20932.0,天府新区,119.6,1室1厅1卫,25/17,2010.0,精装,西南,无,2176,1.0,1.0,1.0,25.0,17.0,1.4705882352941178,14.0,4077,3019,False,False,False
房源448,164.0,24191.0,成华区,67.8,1室1厅1卫,17/25,2015.0,毛坯,东南,有,1220,1.0,1.0,1.0,17.0,25.0,0.68,9.0,643,2710,True,False,False
房源449,356.9,18106.0,成华区,197.1,3室1厅2卫,11/22,2008.0,精装,西南,有,341,3.0,1.0,2.0,11.0,22.0,0.5,16.0,3640,3808,False,False,True
房源450,160.7,19544.0,温江区,82.2,1室2厅1卫,4/7,2006.0,精装,西,有,2379,1.0,2.0,1.0,4.0,7.0,0.5714285714285714,18.0,4991,1874,False,False,False
房源451,159.3,26511.0,温江区,60.1,4室1厅1卫,21/26,2015.0,精装,东北,有,888,4.0,1.0,1.0,21.0,26.0,0.8076923076923077,9.0,3438,2429,False,False,True
房源452,267.3,19204.0,温江区,139.2,3室2厅2卫,14/7,2011.0,毛坯,南,有,814,3.0,2.0,2.0,14.0,7.0,2.0,13.0,4136,2703,False,False,True
房源453,498.6,31008.0,高新区,160.8,2室2厅1卫,24/8,2017.0,简装,西,有,858,2.0,2.0,1.0,24.0,8.0,3.0,7.0,3722,3629,False,False,True
房源454,114.3,20828.0,高新区,54.9,3室1厅2卫,1/24,1990.0,毛坯,北,有,2949,3.0,1.0,2.0,1.0,24.0,0.0416666666666666,34.0,1667,888,True,True,False
房源455,136.8,9196.0,成华区,148.8,3室2厅2卫,22/4,1991.0,简装,东,有,875,3.0,2.0,2.0,22.0,4.0,5.5,33.0,3116,2312,False,False,True
房源456,282.5,21767.0,温江区,129.8,4室2厅2卫,29/12,2006.0,毛坯,西南,有,2873,4.0,2.0,2.0,29.0,12.0,2.4166666666666665,18.0,1562,1847,True,False,False
房源457,130.4,19906.0,双流区,65.5,3室2厅2卫,24/3,2010.0,毛坯,东南,有,2347,3.0,2.0,2.0,24.0,3.0,8.0,14.0,2656,594,False,True,False
房源458,185.6,24449.0,龙泉驿区,75.9,1室2厅2卫,13/20,1998.0,毛坯,南,有,178,1.0,2.0,2.0,13.0,20.0,0.65,26.0,3482,2285,False,False,True
房源459,288.9,21366.0,天府新区,135.2,1室1厅1卫,6/11,2002.0,简装,东南,有,955,1.0,1.0,1.0,6.0,11.0,0.5454545454545454,22.0,3794,1547,False,False,True
房源460,163.6,17308.0,天府新区,94.5,2室1厅1卫,23/4,2000.0,毛坯,东南,有,2614,2.0,1.0,1.0,23.0,4.0,5.75,24.0,1656,1848,True,False,False
房源461,226.5,11879.0,高新区,190.7,1室2厅1卫,20/16,2006.0,精装,东南,无,2728,1.0,2.0,1.0,20.0,16.0,1.25,18.0,1232,3417,True,False,False
房源462,293.0,16955.0,成华区,172.8,4室2厅1卫,7/22,2005.0,毛坯,西南,有,1539,4.0,2.0,1.0,7.0,22.0,0.3181818181818182,19.0,4830,1990,False,False,False
房源463,271.5,13747.0,武侯区,197.5,2室2厅1卫,29/11,1991.0,精装,南,有,2596,2.0,2.0,1.0,29.0,11.0,2.636363636363636,33.0,1453,1436,True,True,False
房源464,134.4,15097.0,金牛区,89.0,2室1厅2卫,24/1,1997.0,简装,南,无,2234,2.0,1.0,2.0,24.0,1.0,24.0,27.0,3039,1556,False,False,False
房源465,409.4,20943.0,金牛区,195.5,2室1厅1卫,26/29,2002.0,简装,东北,有,2248,2.0,1.0,1.0,26.0,29.0,0.896551724137931,22.0,3824,2364,False,False,False
房源466,302.2,26350.0,高新区,114.7,2室2厅1卫,27/7,2006.0,毛坯,东南,无,1131,2.0,2.0,1.0,27.0,7.0,3.857142857142857,18.0,3801,659,False,True,False
房源467,203.9,19973.0,武侯区,102.1,2室2厅2卫,12/7,2013.0,毛坯,东北,有,944,2.0,2.0,2.0,12.0,7.0,1.7142857142857142,11.0,2042,3594,False,False,True
房源468,69.2,12021.0,高新区,57.6,4室1厅1卫,27/23,1992.0,毛坯,东北,有,186,4.0,1.0,1.0,27.0,23.0,1.173913043478261,32.0,1691,3213,True,False,True
房源469,117.1,20223.0,金牛区,57.9,3室1厅1卫,7/10,2019.0,精装,东,有,2190,3.0,1.0,1.0,7.0,10.0,0.7,5.0,3493,999,False,True,False
房源470,368.9,23983.0,武侯区,153.8,3室2厅1卫,16/26,2002.0,简装,西南,有,507,3.0,2.0,1.0,16.0,26.0,0.6153846153846154,22.0,3181,747,False,True,True
房源471,177.5,14951.0,温江区,118.7,2室2厅2卫,8/9,2008.0,精装,西南,有,2811,2.0,2.0,2.0,8.0,9.0,0.8888888888888888,16.0,1717,3203,True,False,False
房源472,145.6,17330.0,成华区,84.0,3室2厅1卫,9/2,1996.0,精装,西,有,1768,3.0,2.0,1.0,9.0,2.0,4.5,28.0,2040,2712,False,False,False
房源473,256.8,18073.0,天府新区,142.1,4室2厅1卫,13/13,1998.0,毛坯,西北,有,247,4.0,2.0,1.0,13.0,13.0,1.0,26.0,3736,974,False,True,True
房源474,123.7,14076.0,双流区,87.9,4室2厅2卫,23/23,2008.0,毛坯,东北,有,2424,4.0,2.0,2.0,23.0,23.0,1.0,16.0,2886,1307,False,True,False
房源475,290.2,21241.0,青羊区,136.6,4室1厅2卫,4/25,2011.0,精装,西南,有,331,4.0,1.0,2.0,4.0,25.0,0.16,13.0,4219,1649,False,False,True
房源476,180.7,17395.0,成华区,103.9,4室1厅2卫,24/12,2007.0,精装,东南,有,2050,4.0,1.0,2.0,24.0,12.0,2.0,17.0,1888,2814,True,False,False
房源477,348.7,20098.0,温江区,173.5,4室2厅2卫,17/2,2012.0,毛坯,西北,有,465,4.0,2.0,2.0,17.0,2.0,8.5,12.0,2356,2761,False,False,True
房源478,234.8,13563.0,金牛区,173.1,1室2厅1卫,13/29,1991.0,毛坯,北,有,1774,1.0,2.0,1.0,13.0,29.0,0.4482758620689655,33.0,1865,3826,True,False,False
房源479,192.3,15813.0,温江区,121.6,4室2厅2卫,18/28,2000.0,精装,东南,有,535,4.0,2.0,2.0,18.0,28.0,0.6428571428571429,24.0,999,885,True,True,True
房源480,221.7,21612.0,高新区,102.6,3室2厅2卫,28/27,2020.0,毛坯,南,无,498,3.0,2.0,2.0,28.0,27.0,1.037037037037037,4.0,2180,1556,False,False,True
房源481,168.5,16136.0,武侯区,104.4,3室1厅1卫,15/8,2022.0,毛坯,西南,有,1334,3.0,1.0,1.0,15.0,8.0,1.875,2.0,1010,1547,True,False,False
房源482,455.2,26635.0,天府新区,170.9,1室2厅2卫,15/1,2003.0,精装,西北,有,1514,1.0,2.0,2.0,15.0,1.0,15.0,21.0,4812,1293,False,True,False
房源483,158.7,16002.0,龙泉驿区,99.2,2室2厅1卫,20/10,2005.0,精装,西南,有,2646,2.0,2.0,1.0,20.0,10.0,2.0,19.0,1824,1735,True,False,False
房源484,155.7,19123.0,高新区,81.4,4室2厅2卫,12/5,2000.0,简装,西,有,2687,4.0,2.0,2.0,12.0,5.0,2.4,24.0,1655,871,True,True,False
房源485,142.1,22663.0,成华区,62.7,2室1厅2卫,9/23,2022.0,精装,东北,无,662,2.0,1.0,2.0,9.0,23.0,0.391304347826087,2.0,2327,2682,False,False,True
房源486,130.9,10908.0,高新区,120.0,2室2厅1卫,8/16,1996.0,毛坯,北,有,2589,2.0,2.0,1.0,8.0,16.0,0.5,28.0,3641,1545,False,False,False
房源487,112.5,9196.0,成华区,122.3,3室2厅2卫,14/27,2020.0,精装,西南,有,1384,3.0,2.0,2.0,14.0,27.0,0.5185185185185185,4.0,3986,2384,False,False,False
房源488,182.7,10372.0,龙泉驿区,176.1,4室1厅2卫,25/13,2003.0,精装,西,有,872,4.0,1.0,2.0,25.0,13.0,1.9230769230769231,21.0,2310,1288,False,True,True
房源489,202.3,24313.0,锦江区,83.2,4室2厅1卫,23/21,2017.0,精装,西,无,2497,4.0,2.0,1.0,23.0,21.0,1.0952380952380951,7.0,3423,577,False,True,False
房源490,163.2,15241.0,天府新区,107.1,4室2厅1卫,13/5,2005.0,简装,北,有,2137,4.0,2.0,1.0,13.0,5.0,2.6,19.0,2714,1519,False,False,False
房源491,527.4,30791.0,双流区,171.3,1室2厅1卫,16/26,2008.0,简装,东南,无,2667,1.0,2.0,1.0,16.0,26.0,0.6153846153846154,16.0,4686,3263,False,False,False
房源492,263.4,15179.0,双流区,173.5,4室1厅1卫,11/22,2006.0,毛坯,东南,无,1443,4.0,1.0,1.0,11.0,22.0,0.5,18.0,1213,2187,True,False,False
房源493,203.8,18923.0,青羊区,107.7,2室2厅2卫,5/13,2015.0,简装,东南,有,2285,2.0,2.0,2.0,5.0,13.0,0.3846153846153846,9.0,4102,783,False,True,False
房源494,305.7,25711.0,温江区,118.9,1室2厅2卫,28/11,1995.0,精装,东,无,1673,1.0,2.0,2.0,28.0,11.0,2.5454545454545454,29.0,4634,1565,False,False,False
房源495,267.7,28030.0,锦江区,95.5,4室2厅2卫,25/19,1998.0,简装,东北,有,1091,4.0,2.0,2.0,25.0,19.0,1.3157894736842106,26.0,4022,3695,False,False,False
房源496,537.6,28308.0,双流区,189.9,3室2厅2卫,3/15,2006.0,精装,西北,无,2515,3.0,2.0,2.0,3.0,15.0,0.2,18.0,4768,1030,False,True,False
房源497,163.0,24042.0,高新区,67.8,1室2厅2卫,7/7,2020.0,简装,东北,有,1346,1.0,2.0,2.0,7.0,7.0,1.0,4.0,1743,2539,True,False,False
房源498,439.5,23120.0,温江区,190.1,4室2厅2卫,6/3,2001.0,简装,东南,有,459,4.0,2.0,2.0,6.0,3.0,2.0,23.0,4209,1340,False,True,True
房源499,319.9,20963.0,锦江区,152.6,1室1厅1卫,13/7,2012.0,简装,北,有,1020,1.0,1.0,1.0,13.0,7.0,1.8571428571428568,12.0,1581,2871,True,False,False
房源500,283.9,21892.0,武侯区,129.7,2室1厅2卫,5/23,1994.0,精装,东,无,2476,2.0,1.0,2.0,5.0,23.0,0.217391304347826,30.0,955,1217,True,True,False
房源501,83.7,15244.0,武侯区,54.9,4室2厅1卫,18/22,1992.0,简装,东北,有,2610,4.0,2.0,1.0,18.0,22.0,0.8181818181818182,32.0,1394,2748,True,False,False
房源502,168.7,13909.0,温江区,121.3,1室1厅2卫,8/17,2013.0,精装,东南,有,1062,1.0,1.0,2.0,8.0,17.0,0.4705882352941176,11.0,1884,1185,True,True,False
房源503,200.0,17983.0,成华区,111.2,3室2厅1卫,20/27,2006.0,精装,东,有,1927,3.0,2.0,1.0,20.0,27.0,0.7407407407407407,18.0,2458,3052,False,False,False
房源504,127.2,17149.0,成华区,74.2,1室2厅2卫,1/14,2015.0,毛坯,西北,有,2983,1.0,2.0,2.0,1.0,14.0,0.0714285714285714,9.0,3572,321,False,True,False
房源505,233.6,15734.0,高新区,148.5,3室1厅1卫,17/10,1993.0,简装,北,有,1713,3.0,1.0,1.0,17.0,10.0,1.7,31.0,2496,773,False,True,False
房源506,420.4,21482.0,锦江区,195.7,2室2厅1卫,12/16,2001.0,毛坯,东南,有,1740,2.0,2.0,1.0,12.0,16.0,0.75,23.0,4785,3491,False,False,False
房源507,305.9,22777.0,锦江区,134.3,3室2厅1卫,14/27,1990.0,毛坯,西北,有,2316,3.0,2.0,1.0,14.0,27.0,0.5185185185185185,34.0,1004,2557,True,False,False
房源508,289.9,18442.0,温江区,157.2,2室2厅2卫,16/8,2010.0,精装,南,有,316,2.0,2.0,2.0,16.0,8.0,2.0,14.0,1714,2653,True,False,True
房源509,153.1,25388.0,金牛区,60.3,2室2厅2卫,23/28,2008.0,简装,西北,有,477,2.0,2.0,2.0,23.0,28.0,0.8214285714285714,16.0,2031,3641,False,False,True
房源510,138.5,12292.0,武侯区,112.7,1室2厅2卫,10/29,2010.0,精装,西南,有,218,1.0,2.0,2.0,10.0,29.0,0.3448275862068966,14.0,3940,1003,False,True,True
房源511,115.0,17032.0,锦江区,67.5,1室2厅1卫,17/27,2007.0,精装,北,有,289,1.0,2.0,1.0,17.0,27.0,0.6296296296296297,17.0,1323,986,True,True,True
房源512,204.6,14416.0,温江区,141.9,4室1厅1卫,29/18,1992.0,简装,西北,无,2914,4.0,1.0,1.0,29.0,18.0,1.6111111111111112,32.0,1428,584,True,True,False
房源513,165.4,8667.0,龙泉驿区,190.8,2室2厅2卫,20/16,2021.0,精装,西北,有,469,2.0,2.0,2.0,20.0,16.0,1.25,3.0,633,1015,True,True,True
房源514,262.6,17587.0,青羊区,149.3,4室1厅1卫,17/16,1999.0,简装,西,无,1901,4.0,1.0,1.0,17.0,16.0,1.0625,25.0,2605,1062,False,True,False
房源515,107.0,17391.0,龙泉驿区,61.5,1室2厅1卫,19/24,2004.0,简装,西,无,2296,1.0,2.0,1.0,19.0,24.0,0.7916666666666666,20.0,4127,1550,False,False,False
房源516,263.9,25567.0,天府新区,103.2,4室2厅1卫,24/8,1994.0,精装,西北,有,751,4.0,2.0,1.0,24.0,8.0,3.0,30.0,2352,1247,False,True,True
房源517,280.5,21154.0,高新区,132.6,2室1厅2卫,6/6,1993.0,精装,西北,有,1982,2.0,1.0,2.0,6.0,6.0,1.0,31.0,4675,2728,False,False,False
房源518,142.3,12879.0,锦江区,110.5,3室2厅1卫,21/29,2017.0,毛坯,北,无,1611,3.0,2.0,1.0,21.0,29.0,0.7241379310344828,7.0,3433,2807,False,False,False
房源519,477.2,27270.0,天府新区,175.0,3室2厅2卫,9/4,1993.0,精装,西,有,869,3.0,2.0,2.0,9.0,4.0,2.25,31.0,3784,1330,False,True,True
房源520,415.1,24105.0,双流区,172.2,1室2厅2卫,26/12,2004.0,简装,东北,有,2521,1.0,2.0,2.0,26.0,12.0,2.1666666666666665,20.0,4798,328,False,True,False
房源521,296.5,20910.0,天府新区,141.8,2室1厅1卫,28/12,2006.0,毛坯,北,有,880,2.0,1.0,1.0,28.0,12.0,2.333333333333333,18.0,3311,1206,False,True,True
房源522,178.8,16868.0,温江区,106.0,4室2厅1卫,23/17,1992.0,简装,南,有,1816,4.0,2.0,1.0,23.0,17.0,1.3529411764705883,32.0,1750,3404,True,False,False
房源523,116.6,13203.0,锦江区,88.3,4室1厅2卫,15/9,1999.0,毛坯,北,无,2307,4.0,1.0,2.0,15.0,9.0,1.6666666666666667,25.0,4012,3226,False,False,False
房源524,106.4,16139.0,青羊区,65.9,2室2厅1卫,7/10,2012.0,精装,东南,有,2498,2.0,2.0,1.0,7.0,10.0,0.7,12.0,1756,2426,True,False,False
房源525,241.9,23444.0,温江区,103.2,3室1厅1卫,16/12,2007.0,精装,东南,有,1411,3.0,1.0,1.0,16.0,12.0,1.3333333333333333,17.0,3876,3294,False,False,False
房源526,307.1,27423.0,温江区,112.0,2室2厅1卫,25/7,1990.0,精装,东,有,1349,2.0,2.0,1.0,25.0,7.0,3.571428571428572,34.0,3986,2806,False,False,False
房源527,389.3,25716.0,高新区,151.4,2室2厅1卫,18/15,2020.0,简装,西,有,622,2.0,2.0,1.0,18.0,15.0,1.2,4.0,4084,869,False,True,True
房源528,231.3,15556.0,高新区,148.7,4室2厅1卫,6/26,1990.0,毛坯,西北,有,621,4.0,2.0,1.0,6.0,26.0,0.2307692307692307,34.0,1896,2306,True,False,True
房源529,75.0,12402.0,武侯区,60.5,4室2厅2卫,12/11,1992.0,简装,西南,有,882,4.0,2.0,2.0,12.0,11.0,1.0909090909090908,32.0,4137,3909,False,False,True
房源530,204.4,18704.0,武侯区,109.3,1室1厅2卫,20/3,2006.0,毛坯,西,无,2420,1.0,1.0,2.0,20.0,3.0,6.666666666666667,18.0,3830,3853,False,False,False
房源531,70.8,9158.0,成华区,77.3,4室2厅1卫,2/6,2008.0,精装,东北,有,1035,4.0,2.0,1.0,2.0,6.0,0.3333333333333333,16.0,3203,1753,False,False,False
房源532,144.2,19616.0,金牛区,73.5,1室1厅2卫,24/22,2018.0,简装,北,无,2330,1.0,1.0,2.0,24.0,22.0,1.0909090909090908,6.0,970,1037,True,True,False
房源533,300.5,17262.0,锦江区,174.1,2室2厅2卫,25/5,2014.0,精装,西南,有,1788,2.0,2.0,2.0,25.0,5.0,5.0,10.0,1853,3656,True,False,False
房源534,88.2,15670.0,锦江区,56.3,4室1厅2卫,18/16,2006.0,简装,西南,有,587,4.0,1.0,2.0,18.0,16.0,1.125,18.0,3283,815,False,True,True
房源535,113.2,10026.0,天府新区,112.9,2室2厅1卫,8/25,2018.0,精装,西北,有,1950,2.0,2.0,1.0,8.0,25.0,0.32,6.0,3331,2300,False,False,False
房源536,154.7,20568.0,锦江区,75.2,4室1厅1卫,26/20,2015.0,简装,西北,有,945,4.0,1.0,1.0,26.0,20.0,1.3,9.0,857,3470,True,False,True
房源537,279.0,15336.0,锦江区,181.9,1室1厅1卫,22/11,1993.0,简装,西,有,2271,1.0,1.0,1.0,22.0,11.0,2.0,31.0,3519,2744,False,False,False
房源538,162.3,12150.0,金牛区,133.6,2室2厅1卫,10/24,2003.0,毛坯,西南,有,2937,2.0,2.0,1.0,10.0,24.0,0.4166666666666667,21.0,1167,3860,True,False,False
房源540,224.0,17862.0,武侯区,125.4,2室1厅2卫,21/28,2022.0,毛坯,东南,无,2561,2.0,1.0,2.0,21.0,28.0,0.75,2.0,4968,338,False,True,False
房源541,429.0,26861.0,武侯区,159.7,4室1厅1卫,6/27,2011.0,毛坯,南,有,2103,4.0,1.0,1.0,6.0,27.0,0.2222222222222222,13.0,1645,3642,True,False,False
房源542,509.5,26306.0,青羊区,193.7,4室2厅2卫,20/5,2006.0,精装,西北,有,1848,4.0,2.0,2.0,20.0,5.0,4.0,18.0,4685,1186,False,True,False
房源543,130.6,15715.0,锦江区,83.1,3室1厅1卫,23/9,2012.0,简装,北,有,785,3.0,1.0,1.0,23.0,9.0,2.555555555555556,12.0,4219,3144,False,False,True
房源544,274.1,14989.0,金牛区,182.9,4室2厅1卫,26/27,2010.0,毛坯,西,有,2260,4.0,2.0,1.0,26.0,27.0,0.9629629629629628,14.0,3245,2504,False,False,False
房源545,386.7,20344.0,武侯区,190.1,2室1厅2卫,29/16,2012.0,精装,西北,有,2269,2.0,1.0,2.0,29.0,16.0,1.8125,12.0,1039,1398,True,True,False
房源546,243.9,13008.0,金牛区,187.5,3室2厅2卫,22/14,1993.0,简装,东南,有,1667,3.0,2.0,2.0,22.0,14.0,1.5714285714285714,31.0,3279,3231,False,False,False
房源547,283.5,19509.0,龙泉驿区,145.3,1室1厅1卫,22/8,2010.0,毛坯,东北,无,1345,1.0,1.0,1.0,22.0,8.0,2.75,14.0,4636,2123,False,False,False
房源548,315.4,21830.0,双流区,144.5,1室1厅2卫,27/20,2020.0,毛坯,西北,无,138,1.0,1.0,2.0,27.0,20.0,1.35,4.0,4275,3501,False,False,True
房源549,266.7,24135.0,锦江区,110.5,1室1厅1卫,19/14,2006.0,毛坯,东北,有,2644,1.0,1.0,1.0,19.0,14.0,1.3571428571428572,18.0,3008,2010,False,False,False
房源550,285.1,17499.0,青羊区,162.9,3室1厅2卫,7/5,2015.0,简装,东,有,879,3.0,1.0,2.0,7.0,5.0,1.4,9.0,3279,1273,False,True,True
房源551,220.3,16982.0,天府新区,129.7,1室1厅1卫,18/2,2013.0,毛坯,西南,有,1356,1.0,1.0,1.0,18.0,2.0,9.0,11.0,1424,3455,True,False,False
房源552,206.3,13610.0,武侯区,151.6,4室2厅1卫,11/22,2000.0,简装,西南,无,2296,4.0,2.0,1.0,11.0,22.0,0.5,24.0,3456,3393,False,False,False
房源553,158.5,13866.0,龙泉驿区,114.3,3室2厅2卫,8/1,2018.0,毛坯,西,有,2808,3.0,2.0,2.0,8.0,1.0,8.0,6.0,2081,3830,False,False,False
房源554,269.4,16868.0,金牛区,159.7,4室1厅1卫,27/22,2006.0,精装,南,有,2027,4.0,1.0,1.0,27.0,22.0,1.2272727272727273,18.0,3824,1862,False,False,False
房源555,344.6,19837.0,高新区,173.7,2室1厅2卫,12/2,1990.0,毛坯,南,无,401,2.0,1.0,2.0,12.0,2.0,6.0,34.0,4985,3196,False,False,True
房源556,162.5,22568.0,温江区,72.0,4室2厅1卫,18/7,2008.0,精装,西,有,2385,4.0,2.0,1.0,18.0,7.0,2.571428571428572,16.0,755,3753,True,False,False
房源557,244.6,13984.0,锦江区,174.9,4室2厅1卫,26/17,2011.0,精装,西,有,746,4.0,2.0,1.0,26.0,17.0,1.5294117647058822,13.0,2338,3095,False,False,True
房源558,333.6,25463.0,锦江区,131.0,4室1厅2卫,22/23,2003.0,精装,东南,有,762,4.0,1.0,2.0,22.0,23.0,0.9565217391304348,21.0,2444,3811,False,False,True
房源559,294.1,16644.0,龙泉驿区,176.7,1室2厅2卫,14/24,2003.0,简装,东北,有,2383,1.0,2.0,2.0,14.0,24.0,0.5833333333333334,21.0,509,3975,True,False,False
房源560,205.2,17893.0,金牛区,114.7,2室2厅2卫,7/22,2005.0,精装,西,有,1859,2.0,2.0,2.0,7.0,22.0,0.3181818181818182,19.0,3371,1288,False,True,False
房源561,152.5,14264.0,成华区,106.9,3室1厅2卫,25/29,2022.0,毛坯,东北,有,2350,3.0,1.0,2.0,25.0,29.0,0.8620689655172413,2.0,1297,320,True,True,False
房源562,110.1,5879.0,锦江区,187.3,2室2厅1卫,3/27,2002.0,简装,西北,有,355,2.0,2.0,1.0,3.0,27.0,0.1111111111111111,22.0,1515,2650,True,False,True
房源563,196.6,22420.0,成华区,87.7,3室2厅1卫,6/20,2001.0,精装,西北,有,697,3.0,2.0,1.0,6.0,20.0,0.3,23.0,2324,1168,False,True,True
房源564,382.9,21684.0,高新区,176.6,4室2厅2卫,2/17,2022.0,简装,东,无,761,4.0,2.0,2.0,2.0,17.0,0.1176470588235294,2.0,4969,383,False,True,True
房源565,203.4,16593.0,龙泉驿区,122.6,3室2厅2卫,12/12,2022.0,简装,东北,有,334,3.0,2.0,2.0,12.0,12.0,1.0,2.0,3636,1982,False,False,True
房源566,233.0,18335.0,金牛区,127.1,4室1厅1卫,17/27,2018.0,简装,东南,有,1468,4.0,1.0,1.0,17.0,27.0,0.6296296296296297,6.0,2693,2276,False,False,False
房源567,198.2,20580.0,金牛区,96.3,3室2厅1卫,10/3,1994.0,毛坯,西北,有,2681,3.0,2.0,1.0,10.0,3.0,3.333333333333333,30.0,723,3824,True,False,False
房源568,138.5,10187.0,双流区,136.0,4室1厅2卫,20/18,2006.0,精装,西南,无,869,4.0,1.0,2.0,20.0,18.0,1.1111111111111112,18.0,4658,1710,False,False,True
房源569,151.7,15355.0,温江区,98.8,3室2厅1卫,13/12,2020.0,简装,西南,无,2688,3.0,2.0,1.0,13.0,12.0,1.0833333333333333,4.0,4425,1830,False,False,False
房源570,122.8,21971.0,武侯区,55.9,1室1厅2卫,27/27,2005.0,简装,西北,有,312,1.0,1.0,2.0,27.0,27.0,1.0,19.0,4500,3628,False,False,True
房源571,106.5,11729.0,武侯区,90.8,3室1厅1卫,27/17,2020.0,简装,西北,有,562,3.0,1.0,1.0,27.0,17.0,1.588235294117647,4.0,2133,869,False,True,True
房源572,99.3,19468.0,天府新区,51.0,3室2厅1卫,4/23,2014.0,精装,西北,无,2583,3.0,2.0,1.0,4.0,23.0,0.1739130434782608,10.0,2652,1233,False,True,False
房源573,220.8,11217.0,青羊区,196.8,2室2厅2卫,10/11,2022.0,简装,东北,有,382,2.0,2.0,2.0,10.0,11.0,0.9090909090909092,2.0,1010,3898,True,False,True
房源574,396.3,20332.0,龙泉驿区,194.9,4室1厅2卫,6/6,2002.0,简装,西南,有,1586,4.0,1.0,2.0,6.0,6.0,1.0,22.0,884,3533,True,False,False
房源575,194.8,17822.0,高新区,109.3,4室2厅2卫,27/9,1999.0,毛坯,西南,无,1530,4.0,2.0,2.0,27.0,9.0,3.0,25.0,904,2280,True,False,False
房源576,158.1,9924.0,金牛区,159.3,1室1厅2卫,15/2,2006.0,精装,北,有,187,1.0,1.0,2.0,15.0,2.0,7.5,18.0,2500,3534,False,False,True
房源577,242.8,23824.0,温江区,101.9,2室2厅1卫,4/5,1999.0,毛坯,西北,无,1167,2.0,2.0,1.0,4.0,5.0,0.8,25.0,3256,2155,False,False,False
房源578,215.9,14327.0,成华区,150.7,3室1厅1卫,17/8,2020.0,精装,东,无,560,3.0,1.0,1.0,17.0,8.0,2.125,4.0,2168,3356,False,False,True
房源579,238.2,13949.0,龙泉驿区,170.8,1室2厅1卫,8/22,2002.0,精装,西北,有,2425,1.0,2.0,1.0,8.0,22.0,0.3636363636363636,22.0,1960,1092,True,True,False
房源580,364.9,19003.0,天府新区,192.0,3室2厅1卫,12/21,1992.0,精装,东南,无,2568,3.0,2.0,1.0,12.0,21.0,0.5714285714285714,32.0,4136,1091,False,True,False
房源581,261.2,23743.0,龙泉驿区,110.0,1室1厅2卫,8/19,2017.0,毛坯,东南,无,1824,1.0,1.0,2.0,8.0,19.0,0.4210526315789473,7.0,3224,3895,False,False,False
房源582,216.4,12921.0,天府新区,167.5,1室2厅2卫,3/18,2008.0,毛坯,西南,有,1476,1.0,2.0,2.0,3.0,18.0,0.1666666666666666,16.0,4678,2109,False,False,False
房源583,164.6,18308.0,金牛区,89.9,1室1厅1卫,21/19,2012.0,毛坯,西北,有,2843,1.0,1.0,1.0,21.0,19.0,1.105263157894737,12.0,2548,1594,False,False,False
房源584,399.9,20144.0,青羊区,198.5,1室2厅1卫,19/15,2021.0,毛坯,南,有,614,1.0,2.0,1.0,19.0,15.0,1.2666666666666666,3.0,4646,2839,False,False,True
房源585,115.7,21466.0,天府新区,53.9,4室2厅2卫,6/16,2002.0,简装,东南,有,802,4.0,2.0,2.0,6.0,16.0,0.375,22.0,1216,2555,True,False,True
房源586,265.3,18882.0,金牛区,140.5,4室2厅1卫,8/16,2022.0,简装,西北,无,1753,4.0,2.0,1.0,8.0,16.0,0.5,2.0,2323,3910,False,False,False
房源587,240.7,16165.0,金牛区,148.9,2室2厅1卫,18/20,2022.0,简装,东,有,2166,2.0,2.0,1.0,18.0,20.0,0.9,2.0,2581,1907,False,False,False
房源588,212.4,13862.0,青羊区,153.2,3室2厅2卫,16/11,1994.0,精装,西,有,122,3.0,2.0,2.0,16.0,11.0,1.4545454545454546,30.0,3919,1383,False,True,True
房源589,125.5,18431.0,武侯区,68.1,1室2厅1卫,7/17,1992.0,简装,西北,有,2560,1.0,2.0,1.0,7.0,17.0,0.4117647058823529,32.0,2074,2777,False,False,False
房源590,241.2,12639.0,龙泉驿区,190.8,3室2厅1卫,17/12,1996.0,精装,东,无,1153,3.0,2.0,1.0,17.0,12.0,1.4166666666666667,28.0,749,1284,True,True,False
房源592,289.4,20183.0,锦江区,143.4,3室2厅1卫,7/14,2011.0,精装,西南,有,1930,3.0,2.0,1.0,7.0,14.0,0.5,13.0,1173,1980,True,False,False
房源593,187.8,22520.0,成华区,83.4,2室2厅1卫,23/1,2012.0,精装,北,有,2255,2.0,2.0,1.0,23.0,1.0,23.0,12.0,2665,3976,False,False,False
